time,u,v,r
136.0,0.0031976358717320896,-0.007518984295257314,-0.0023532237923168586
137.0,-0.0019097527251124482,0.003948777599315101,-0.0026219498365248205
138.0,0.0039430475573844805,-0.00828868964071974,-0.0003000550164777166
139.0,9.994266120623182e-05,3.3859192161630736e-06,-5.039355706059032e-06
140.0,0.3225746238058521,-0.007915938126043107,0.03337423117049228
141.0,1.4211406756473715,0.03219363321446847,0.03373789899164713
142.0,1.3512445292078723,0.004884903788408027,-0.005737339621541909
143.0,1.4257620742416164,0.009737949137647793,-0.007242604731708143
144.0,1.4482085992593787,0.009577736168408674,-0.019493268910131263
145.0,1.4619762908865508,0.032653558529187623,-0.020616271726256772
146.0,1.2566091778154158,0.0478668385157461,-0.04047173764633673
147.0,1.1321381676853701,-0.029422258060056484,-0.027559338270333585
148.0,1.3817272502354603,-0.0037223589403284664,-0.06081591754741605
149.0,1.3101645954862702,-0.019401874485672856,0.027764546041846652
150.0,1.413213091538563,-0.03117142767224265,0.1269089518429456
151.0,1.4320312549765617,-0.005602211103449785,0.01557538142516003
152.0,1.4452377094744595,-0.011712519459828449,0.058051149405851224
153.0,1.3989225516971016,-0.1098221032047351,-0.028440613287197464
154.0,1.2199321914175343,0.031910787241017056,-0.07453371392380863
155.0,1.208257481447106,-0.0001962828388981414,-0.09906683048403998
156.0,1.303405322918585,0.005934154225808239,-0.054896892622059164
157.0,1.3533994554405149,-0.1100271058084524,0.08829978779158355
158.0,1.4559578300460136,-0.01591625354199074,0.008757814437607932
159.0,1.4143978350896784,0.035399634076926,-0.07860641071917296
160.0,1.446948641874061,0.027378052853514287,-0.0025204799556005453
161.0,1.4848801579048556,-0.03202962159382423,-0.0014806517332651666
162.0,1.213710535853767,0.10332911088833223,-0.04121672470710664
163.0,1.2403081488459418,0.2331132684030548,-0.23973748156933417
164.0,1.10298736304337,0.24875666215433695,-0.2439735550193123
165.0,1.118395701547377,0.2666219322557137,-0.2119408237498417
166.0,1.1207319568646905,0.29262804182376945,-0.22421856751744915
167.0,0.95252885830233,0.27773336872046417,-0.21929901855953016
168.0,0.9224206624639208,0.3136122469854246,-0.24079213750466918
169.0,0.6950109805428766,0.2535445265128034,-0.24519122055179673
170.0,0.6671321706074836,0.3135150984247993,-0.294362357515667
171.0,0.6545807482676675,0.2875313617626841,-0.21942995690089956
172.0,0.6032502574363212,0.2330360849800555,-0.16088764811157735
173.0,0.5572138314057685,0.1542659913588594,-0.12624810731219255
174.0,0.5205495311321411,0.17894120721054013,-0.22146983911078683
175.0,0.4773247294888817,0.26301285637453214,-0.21529997162305958
176.0,0.42850248313685557,0.19369055719217051,-0.16688037899351008
177.0,0.3723603092394096,0.2421181738387369,-0.18532466798006927
178.0,0.531493140174518,0.1607811616682236,-0.16472131630823592
179.0,0.38530662496479584,0.17024395659824199,-0.21872992926008883
180.0,0.3383934094719445,0.1944896923384734,-0.21142779999906736
181.0,0.37464550158432364,0.18458894371696344,-0.1521244348928495
182.0,0.4300917596848121,0.19041905957952793,-0.17935224119290635
183.0,0.36818302842452116,0.18803007094626387,-0.18454097845460615
184.0,0.3474451461435769,0.17832453678946966,-0.168601244130932
185.0,0.3676226769344223,0.17997838037801175,-0.13535800376721005
186.0,0.33472907882023756,0.19516242925344482,-0.2816846715350766
187.0,0.3192666854565234,0.1663757300736753,-0.12785284383599585
188.0,0.3583552527784023,0.15854889720857965,-0.16921089875874412
189.0,0.3859678905843752,0.1822325915904194,-0.176557484211126
190.0,0.37036728845076333,0.11692134811732446,-0.06293416391366503
191.0,0.3608795719829829,0.13088462295208822,-0.1397627718716292
192.0,0.3560186843345408,0.18228026882973297,-0.18101253935008157
193.0,0.39508234280431637,0.14411295016143788,-0.09131987546927489
194.0,0.38032247639641115,0.18926498341645545,-0.2052180365957201
195.0,0.37359186381469117,0.2270412281753003,-0.23181071138058287
196.0,0.4471259885324364,0.1401193433426497,-0.2246403336568048
197.0,0.3871811161335756,0.18057085398656805,-0.2127638357505073
198.0,0.33076696972251896,0.19027588323409586,-0.191158980173257
199.0,0.39038645815774714,0.18536869554204766,-0.17870065040886218
200.0,0.3806685938642427,0.18643406782380614,-0.15549665906707605
201.0,0.2763020408988606,0.1396392573563788,-0.10545943825224491
202.0,0.2809480251483893,0.14859830808314087,-0.1046496290162608
203.0,0.33072841660903185,0.17848113190815693,-0.2627440673281336
204.0,0.3463219793552854,0.18206462208615137,-0.259264270311793
205.0,0.35221233957323733,0.17467145689057795,-0.20601550735162655
206.0,0.3747343430120638,0.21670390436545872,-0.17207521441029966
207.0,0.3562261941156148,0.15494482445643243,-0.04228540539294261
208.0,0.23103520097818547,0.03961042677063178,-0.0964049873048259
209.0,0.35849810179791214,0.16586741996916188,-0.202540979519395
210.0,0.36143499986217303,0.255004766376146,-0.2595763254457715
211.0,0.3482859902620839,0.28260084746349456,-0.22081185187021043
212.0,0.4008441277016626,0.19331431733573526,-0.2854966727306311
213.0,0.4149905723645356,0.17087268608074757,-0.18772362249531277
214.0,0.38309574622116016,0.19095941774918263,-0.1655117195040724
215.0,0.41183711535377265,0.1536907297690281,-0.23432656077239988
216.0,0.27487213916625614,0.046133362224437,-0.028724156991042492
217.0,0.2800787507870173,0.07632681938578263,-0.04817032603382525
218.0,0.4255198745100894,0.20250248491512232,-0.21692261404730304
219.0,0.40747694578926774,0.2060699605719783,-0.2163677483747014
220.0,0.3957437827891546,0.20038362803294563,-0.1961724906976057
221.0,0.3388921219994469,0.17195688310339674,-0.26507691665378996
222.0,0.430604892505582,0.22374869061101718,-0.17230297967696007
223.0,0.20856715676892015,0.04975380505356249,-0.0789493563795938
224.0,0.2031629238710807,0.03733143935266171,-0.013141910249145137
225.0,0.39231432292106727,0.13077014961720915,-0.07868515649095174
226.0,0.4053862384521965,0.17175589560043913,-0.3350575578109487
227.0,0.4122314690577899,0.19323430316161883,-0.2647790672526826
228.0,0.4024227102798751,0.24503918513349982,-0.23053610387779508
229.0,0.4223903986752065,0.17931001396154445,-0.3046785573571693
230.0,0.4191076732371169,0.20952901525491735,-0.2540426890532243
231.0,0.26338875677874724,0.09087867077886456,-0.02039164716610456
232.0,0.36283278338237523,0.19712590216131975,-0.14151321634540695
233.0,0.48070283441981637,0.15648921681884165,-0.16954116120903837
234.0,0.3520635359228512,0.20494164211652793,-0.15808030412100174
235.0,0.42554739617323495,0.20812360176121256,-0.201287055957565
236.0,0.40747118782569186,0.21702829560179399,-0.21469868219782476
237.0,0.3955409185174489,0.19145689274164787,-0.18733891820130036
238.0,0.274580218544976,0.12548973497371085,-0.08047221314809896
239.0,0.2834718692746137,0.11744883707346974,-0.04046792881934515
240.0,0.39133062063937885,0.21238398091643224,-0.2984042605808078
241.0,0.36190793028154256,0.14962035289113543,-0.1734849007800415
242.0,0.3877800762780099,0.17714960468976054,-0.19061920178501274
243.0,0.39652616045622213,0.22493533309319858,-0.19105582568113996
244.0,0.40355223400942286,0.20406767119245614,-0.0858500594256122
245.0,0.3265036904057797,0.21144736969598266,-0.09291007056947517
246.0,0.3748645720246846,0.19747233386147206,-0.20365072667472706
247.0,0.40741794895235334,0.15135674702951027,-0.11564734277147139
248.0,0.3822562192588865,0.1545196195885835,-0.19350990643608776
249.0,0.35686910798720844,0.20826543103527506,-0.1901636955212202
250.0,0.325235999956858,0.2192135815408745,-0.21451014046649905
