,Unnamed: 0,time,npm,delta
0,0,0.0,17.95,0.6108652381980153
1,1,1.0004001600640255,17.95,0.6108652381980153
2,2,2.000800320128051,17.95,0.6108652381980153
3,3,3.0012004801920766,17.95,0.6108652381980153
4,4,4.001600640256102,17.95,0.6108652381980153
5,5,5.002000800320127,17.95,0.6108652381980153
6,6,6.002400960384153,17.95,0.6108652381980153
7,7,7.002801120448179,17.95,0.6108652381980153
8,8,8.003201280512204,17.95,0.6108652381980153
9,9,9.00360144057623,17.95,0.6108652381980153
10,10,10.004001600640256,17.95,0.6108652381980153
11,11,11.00440176070428,17.95,0.6108652381980153
12,12,12.004801920768308,17.95,0.6108652381980153
13,13,13.005202080832332,17.95,0.6108652381980153
14,14,14.00560224089636,17.95,0.6108652381980153
15,15,15.006002400960384,17.95,0.6108652381980153
16,16,16.00640256102441,17.95,0.6108652381980153
17,17,17.006802721088434,17.95,0.6108652381980153
18,18,18.00720288115246,17.95,0.6108652381980153
19,19,19.007603041216484,17.95,0.6108652381980153
20,20,20.00800320128051,17.95,0.6108652381980153
21,21,21.008403361344534,17.95,0.6108652381980153
22,22,22.008803521408563,17.95,0.6108652381980153
23,23,23.009203681472588,17.95,0.6108652381980153
24,24,24.009603841536613,17.95,0.6108652381980153
25,25,25.01000400160064,17.95,0.6108652381980153
26,26,26.010404161664663,17.95,0.6108652381980153
27,27,27.01080432172869,17.95,0.6108652381980153
28,28,28.01120448179272,17.95,0.6108652381980153
29,29,29.011604641856746,17.95,0.6108652381980153
30,30,30.012004801920767,17.95,0.6108652381980153
31,31,31.012404961984792,17.95,0.6108652381980153
32,32,32.01280512204882,17.95,0.6108652381980153
33,33,33.01320528211284,17.95,0.6108652381980153
34,34,34.01360544217687,17.95,0.6108652381980153
35,35,35.01400560224089,17.95,0.6108652381980153
36,36,36.01440576230492,17.95,0.6108652381980153
37,37,37.01480592236894,17.95,0.6108652381980153
38,38,38.01520608243297,17.95,0.6108652381980153
39,39,39.01560624249699,17.95,0.6108652381980153
40,40,40.01600640256102,17.95,0.6108652381980153
41,41,41.01640656262505,17.95,0.6108652381980153
42,42,42.01680672268908,17.95,0.6108652381980153
43,43,43.0172068827531,17.95,0.6108652381980153
44,44,44.017607042817126,17.95,0.6108652381980153
45,45,45.01800720288115,17.95,0.6108652381980153
46,46,46.018407362945176,17.95,0.6108652381980153
47,47,47.0188075230092,17.95,0.6108652381980153
48,48,48.019207683073226,17.95,0.6108652381980153
49,49,49.01960784313725,17.95,0.6108652381980153
50,50,50.02000800320128,17.95,0.6108652381980153
51,51,51.0204081632653,17.95,0.6108652381980153
52,52,52.02080832332933,17.95,0.6108652381980153
53,53,53.02120848339335,17.95,0.6108652381980153
54,54,54.02160864345738,17.95,0.6108652381980153
55,55,55.0220088035214,17.95,0.6108652381980153
56,56,56.02240896358544,17.95,0.6108652381980153
57,57,57.02280912364946,17.95,0.6108652381980153
58,58,58.02320928371349,17.95,0.6108652381980153
59,59,59.02360944377751,17.95,0.6108652381980153
60,60,60.024009603841534,17.95,0.6108652381980153
61,61,61.02440976390556,17.95,0.6108652381980153
62,62,62.02480992396959,17.95,0.6108652381980153
63,63,63.02521008403361,17.95,0.6108652381980153
64,64,64.02561024409763,17.95,0.6108652381980153
65,65,65.02601040416167,17.95,0.6108652381980153
66,66,66.02641056422569,17.95,0.6108652381980153
67,67,67.02681072428972,17.95,0.6108652381980153
68,68,68.02721088435374,17.95,0.6108652381980153
69,69,69.02761104441777,17.95,0.6108652381980153
70,70,70.02801120448179,17.95,0.6108652381980153
71,71,71.02841136454582,17.95,0.6108652381980153
72,72,72.02881152460984,17.95,0.6108652381980153
73,73,73.02921168467387,17.95,0.6108652381980153
74,74,74.02961184473789,17.95,0.6108652381980153
75,75,75.03001200480192,17.95,0.6108652381980153
76,76,76.03041216486594,17.95,0.6108652381980153
77,77,77.03081232492997,17.95,0.6108652381980153
78,78,78.03121248499399,17.95,0.6108652381980153
79,79,79.03161264505802,17.95,0.6108652381980153
80,80,80.03201280512204,17.95,0.6108652381980153
81,81,81.03241296518607,17.95,0.6108652381980153
82,82,82.0328131252501,17.95,0.6108652381980153
83,83,83.03321328531412,17.95,0.6108652381980153
84,84,84.03361344537815,17.95,0.6108652381980153
85,85,85.03401360544217,17.95,0.6108652381980153
86,86,86.0344137655062,17.95,0.6108652381980153
87,87,87.03481392557022,17.95,0.6108652381980153
88,88,88.03521408563425,17.95,0.6108652381980153
89,89,89.03561424569827,17.95,0.6108652381980153
90,90,90.0360144057623,17.95,0.6108652381980153
91,91,91.03641456582632,17.95,0.6108652381980153
92,92,92.03681472589037,17.95,0.6108652381980153
93,93,93.03721488595436,17.95,0.6108652381980153
94,94,94.0376150460184,17.95,0.6108652381980153
95,95,95.03801520608242,17.95,0.6108652381980153
96,96,96.03841536614644,17.95,0.6108652381980153
97,97,97.03881552621048,17.95,0.6108652381980153
98,98,98.0392156862745,17.95,0.6108652381980153
99,99,99.03961584633852,17.95,0.6108652381980153
100,100,100.04001600640257,17.95,0.6108652381980153
101,101,100.94037615046018,17.95,0.6108652381980153
102,102,101.9407763105242,17.95,0.6108652381980153
103,103,102.94117647058825,17.95,0.6108652381980153
104,104,103.94157663065224,17.95,0.6108652381980153
105,105,104.94197679071628,17.95,0.6108652381980153
106,106,105.9423769507803,17.95,0.6108652381980153
107,107,106.94277711084432,17.95,0.6108652381980153
108,108,107.94317727090836,17.95,0.6108652381980153
109,109,108.94357743097238,17.95,0.6108652381980153
110,110,109.9439775910364,17.95,0.6108652381980153
111,111,110.94437775110045,17.95,0.6108652381980153
112,112,111.94477791116446,17.95,0.6108652381980153
113,113,112.94517807122848,17.95,0.6108652381980153
114,114,113.94557823129252,17.95,0.6108652381980153
115,115,114.94597839135652,17.95,0.6108652381980153
116,116,115.94637855142057,17.95,0.6108652381980153
117,117,116.94677871148458,17.95,0.6108652381980153
118,118,117.94717887154862,17.95,0.6108652381980153
119,119,118.94757903161263,17.95,0.6108652381980153
120,120,119.94797919167668,17.95,0.6108652381980153
121,121,120.94837935174068,17.95,0.6108652381980153
122,122,121.94877951180472,17.95,0.6108652381980153
123,123,122.94917967186872,17.95,0.6108652381980153
124,124,123.94957983193277,17.95,0.6108652381980153
125,125,124.94997999199678,17.95,0.6108652381980153
126,126,125.95038015206082,17.95,0.6108652381980153
127,127,126.95078031212483,17.95,0.6108652381980153
128,128,127.95118047218888,17.95,0.6108652381980153
129,129,128.9515806322529,17.95,0.6108652381980153
130,130,129.95198079231693,17.95,0.6108652381980153
131,131,130.9523809523809,17.95,0.6108652381980153
132,132,131.95278111244497,17.95,0.6108652381980153
133,133,132.953181272509,17.95,0.6108652381980153
134,134,133.95358143257303,17.95,0.6108652381980153
135,135,134.95398159263704,17.95,0.6108652381980153
136,136,135.95438175270107,17.95,0.6108652381980153
137,137,136.9547819127651,17.95,0.6108652381980153
138,138,137.95518207282913,17.95,0.6108652381980153
139,139,138.95558223289314,17.95,0.6108652381980153
140,140,139.95598239295717,17.95,0.6108652381980153
141,141,140.9563825530212,17.95,0.6108652381980153
142,142,141.95678271308523,17.95,0.6108652381980153
143,143,142.95718287314926,17.95,0.6108652381980153
144,144,143.95758303321327,17.95,0.6108652381980153
145,145,144.9579831932773,17.95,0.6108652381980153
146,146,145.95838335334133,17.95,0.6108652381980153
147,147,146.95878351340536,17.95,0.6108652381980153
148,148,147.95918367346937,17.95,0.6108652381980153
149,149,148.9595838335334,17.95,0.6108652381980153
150,150,149.95998399359743,17.95,0.6108652381980153
151,151,150.9603841536615,17.95,0.6108652381980153
152,152,151.96078431372547,17.95,0.6108652381980153
153,153,152.9611844737895,17.95,0.6108652381980153
154,154,153.96158463385353,17.95,0.6108652381980153
155,155,154.96198479391757,17.95,0.6108652381980153
156,156,155.96238495398157,17.95,0.6108652381980153
157,157,156.9627851140456,17.95,0.6108652381980153
158,158,157.96318527410963,17.95,0.6108652381980153
159,159,158.96358543417367,17.95,0.6108652381980153
160,160,159.9639855942377,17.95,0.6108652381980153
161,161,160.9643857543017,17.95,0.6108652381980153
162,162,161.9647859143657,17.95,0.6108652381980153
163,163,162.96518607442977,17.95,0.6108652381980153
164,164,163.9655862344938,17.95,0.6108652381980153
165,165,164.9659863945578,17.95,0.6108652381980153
166,166,165.96638655462183,17.95,0.6108652381980153
167,167,166.96678671468587,17.95,0.6108652381980153
168,168,167.9671868747499,17.95,0.6108652381980153
169,169,168.9675870348139,17.95,0.6108652381980153
170,170,169.96798719487794,17.95,0.6108652381980153
171,171,170.96838735494197,17.95,0.6108652381980153
172,172,171.968787515006,17.95,0.6108652381980153
173,173,172.96918767507,17.95,0.6108652381980153
174,174,173.96958783513404,17.95,0.6108652381980153
175,175,174.96998799519807,17.95,0.6108652381980153
176,176,175.9703881552621,17.95,0.6108652381980153
177,177,176.97078831532613,17.95,0.6108652381980153
178,178,177.97118847539014,17.95,0.6108652381980153
179,179,178.97158863545417,17.95,0.6108652381980153
180,180,179.9719887955182,17.95,0.6108652381980153
181,181,180.97238895558223,17.95,0.6108652381980153
182,182,181.97278911564624,17.95,0.6108652381980153
183,183,182.97318927571027,17.95,0.6108652381980153
184,184,183.9735894357743,17.95,0.6108652381980153
185,185,184.97398959583836,17.95,0.6108652381980153
186,186,185.97438975590237,17.95,0.6108652381980153
187,187,186.9747899159664,17.95,0.6108652381980153
188,188,187.9751900760304,17.95,0.6108652381980153
189,189,188.97559023609443,17.95,0.6108652381980153
190,190,189.97599039615844,17.95,0.6108652381980153
191,191,190.97639055622247,17.95,0.6108652381980153
192,192,191.9767907162865,17.95,0.6108652381980153
193,193,192.97719087635053,17.95,0.6108652381980153
194,194,193.97759103641457,17.95,0.6108652381980153
195,195,194.97799119647857,17.95,0.6108652381980153
196,196,195.9783913565426,17.95,0.6108652381980153
197,197,196.97879151660663,17.95,0.6108652381980153
198,198,197.97919167667067,17.95,0.6108652381980153
199,199,198.97959183673467,17.95,0.6108652381980153
200,200,199.9799919967987,17.95,0.6108652381980153
201,201,200.98039215686276,17.95,0.6108652381980153
202,202,201.9807923169268,17.95,0.6108652381980153
203,203,202.9811924769908,17.95,0.6108652381980153
204,204,203.9815926370548,17.95,0.6108652381980153
205,205,204.98199279711883,17.95,0.6108652381980153
206,206,205.98239295718287,17.95,0.6108652381980153
207,207,206.9827931172469,17.95,0.6108652381980153
208,208,207.9831932773109,17.95,0.6108652381980153
209,209,208.9835934373749,17.95,0.6108652381980153
210,210,209.98399359743897,17.95,0.6108652381980153
211,211,210.984393757503,17.95,0.6108652381980153
212,212,211.984793917567,17.95,0.6108652381980153
213,213,212.98519407763104,17.95,0.6108652381980153
214,214,213.98559423769507,17.95,0.6108652381980153
215,215,214.9859943977591,17.95,0.6108652381980153
216,216,215.9863945578231,17.95,0.6108652381980153
217,217,216.98679471788716,17.95,0.6108652381980153
218,218,217.9871948779512,17.95,0.6108652381980153
219,219,218.9875950380152,17.95,0.6108652381980153
220,220,219.9879951980792,17.95,0.6108652381980153
221,221,220.98839535814324,17.95,0.6108652381980153
222,222,221.98879551820727,17.95,0.6108652381980153
223,223,222.9891956782713,17.95,0.6108652381980153
224,224,223.98959583833533,17.95,0.6108652381980153
225,225,224.9899959983993,17.95,0.6108652381980153
226,226,225.99039615846337,17.95,0.6108652381980153
227,227,226.9907963185274,17.95,0.6108652381980153
228,228,227.99119647859143,17.95,0.6108652381980153
229,229,228.99159663865544,17.95,0.6108652381980153
230,230,229.99199679871947,17.95,0.6108652381980153
231,231,230.9923969587835,17.95,0.6108652381980153
232,232,231.99279711884756,17.95,0.6108652381980153
233,233,232.99319727891157,17.95,0.6108652381980153
234,234,233.9935974389756,17.95,0.6108652381980153
235,235,234.9939975990396,17.95,0.6108652381980153
236,236,235.99439775910363,17.95,0.6108652381980153
237,237,236.99479791916764,17.95,0.6108652381980153
238,238,237.99519807923167,17.95,0.6108652381980153
239,239,238.9955982392957,17.95,0.6108652381980153
240,240,239.9959983993597,17.95,0.6108652381980153
241,241,240.99639855942377,17.95,0.6108652381980153
242,242,241.99679871948777,17.95,0.6108652381980153
243,243,242.9971988795518,17.95,0.6108652381980153
244,244,243.99759903961584,17.95,0.6108652381980153
245,245,244.99799919967987,17.95,0.6108652381980153
246,246,245.99839935974387,17.95,0.6108652381980153
247,247,246.9987995198079,17.95,0.6108652381980153
248,248,247.99919967987196,17.95,0.6108652381980153
249,249,248.999599839936,17.95,0.6108652381980153
250,250,250.0,17.95,0.6108652381980153
