time,psi,xc,yc,x1,y1,x2,y2
0.0,0.0,0.0,0.0,3.5,0.0,-3.5,0.0
1.0004001600640255,0.0146908202826624,1.1790322526328771,-0.0112004481383365,4.678654574074495,0.0402155733684014,-2.3205900688087406,-0.0626164696450745
2.000800320128051,0.0517962948838366,2.3688158090011147,-0.0270938347585173,5.864121860287876,0.1541121470360812,-1.126490242285647,-0.2082998165531159
3.0012004801920766,0.1068799875282668,3.567098928716857,-0.0272984638852396,7.047127121094904,0.3460696925689306,0.0870707363388101,-0.40066662033941
4.001600640256102,0.176583559396048,4.768825502398787,0.0068511610222082,8.214399080570526,0.6216866816330416,1.3232519242270475,-0.6079843595886253
5.002000800320127,0.2578659894464685,5.966047121317333,0.0920657015857622,9.350324485824927,0.9846275874410376,2.581769756809738,-0.8004961842695133
6.002400960384153,0.3478765159008071,7.1484022636386735,0.2423326111888775,10.438747827179355,1.4354906361328268,3.858056700097991,-0.9508254137550716
7.002801120448179,0.4437759950334179,8.30391406243842,0.4676084640583906,11.46489311341552,1.9703431177095,5.14293501146132,-1.0351261895927186
8.003201280512204,0.5433205770361486,9.420370211212,0.773389012727717,12.41635875812986,2.582823351612941,6.424381664294138,-1.0360453261575069
9.00360144057623,0.6447890367309422,10.486257788706462,1.1609740129233543,13.283550818523707,3.264578468455777,7.688964758889218,-0.9426304426090688
10.004001600640256,0.7467308330656693,11.491410054981142,1.6278276144468649,14.060106765485656,4.005178495037124,8.922713344476627,-0.7495232661433944
11.00440176070428,0.8484331113174348,12.427689833274952,2.168805173218788,14.741748111247478,4.794663944391912,10.113631555302426,-0.457053597954336
12.004801920768308,0.9494511622627744,13.28874057128584,2.777093809549786,15.32619359364032,5.622930273877732,11.251287548931357,-0.06874265477816
13.005202080832332,1.0494424861411156,14.069872724381826,3.444764458990748,15.813063722911656,6.479774367153251,12.326681725851994,0.4097545508282438
14.00560224089636,1.1483580238636777,14.767997662800036,4.163485668661888,16.202947354360983,7.355807610867772,13.33304797123909,0.9711637264560044
15.006002400960384,1.2461759442242106,15.381190937598207,4.924838939757722,16.497512501036738,8.242040496341547,14.264869374159677,1.6076373831738966
16.00640256102441,1.342862147741104,15.90853518889454,5.720468240530635,16.699414852147655,9.129941712821136,15.117655525641428,2.3109947682401346
17.006802721088434,1.4385017681544328,16.35003811598777,6.54233171939523,16.811719602940816,10.011748126315108,15.88835662903472,3.0729153124753545
18.00720288115246,1.5332052773113916,16.70635521548388,7.382771178890552,16.837892904535085,10.88029856782678,16.57481752643268,3.885243789954324
19.007603041216484,1.6270128945027484,16.978643738338782,8.234443340356023,16.781989370779037,11.728914267366244,17.175298105898527,4.739972413345802
20.00800320128051,1.7199630568022937,17.1685692935454,9.090369191130648,16.648419707576107,12.551502590497968,17.688718879514692,5.629235791763328
21.008403361344534,1.81215305614488,17.27824548274108,9.944009308797137,16.44167460777339,13.34256034874869,18.11481635770877,6.5454582688455805
22.008803521408563,1.9036899547097532,17.310098567240683,10.789225544816436,16.16637149852579,14.097078079662698,18.45382563595557,7.481373009970174
23.009203681472588,1.994621431047232,17.266815551813472,11.620186255075712,15.827440125244946,14.810515138026602,18.706190978382,8.429857372124822
24.009603841536613,2.084969962442944,17.15137436066115,12.431382237326872,15.430020103430564,15.478830271521078,18.872728617891735,9.383934203132666
25.01000400160064,2.174765652673844,16.967039884743127,13.217661809530194,14.979340735336578,16.098469351079693,18.954739034149675,10.336854267980693
26.010404161664663,2.264078252572583,16.717319706240552,13.974263646306335,14.480592480024544,16.666298437222686,18.95404693245656,11.282228855389986
27.01080432172869,2.35300950582484,16.40589539740814,14.696789174687195,13.938916636787493,17.179532776964045,18.87287415802879,12.21404557241035
28.01120448179272,2.441607770286497,16.036607566669336,15.381100227101632,13.359625826927626,17.63582166557013,18.713589306411045,13.126378788633136
29.011604641856746,2.5298663295149475,15.613502082937412,16.023334928637038,12.748199635610009,18.033320472201865,18.478804530264814,14.01334938507221
30.012004801920767,2.617759233692994,15.1408457859731,16.61996737329943,12.110167583688938,18.370678552848943,18.17152398825726,14.86925619374992
31.012404961984792,2.705277516514131,14.62309691644522,17.167857346301744,11.450994256279438,18.646966778821582,17.795199576611004,15.688747913781905
32.01280512204882,2.7924654120678296,14.064840266552718,17.66427422634102,10.77598958950228,18.861546636473683,17.353690943603155,16.46700181620836
33.01320528211284,2.879440837696183,13.470709726849591,18.10687124485998,10.090288797644686,19.013929314331524,16.851130656054497,17.19981317538844
34.01360544217687,2.966279953472424,12.84541087349064,18.49355643161077,9.39905870854681,19.104012617742885,16.29176303843447,17.883100245478655
35.01400560224089,3.052959912071418,12.193792186232248,18.822508738387533,8.707530773795462,19.13231733115776,15.680053598669032,18.512700145617305
36.01440576230492,3.1394212941340696,11.520830256647224,19.09228946118401,8.020838507547284,19.09988921330715,15.020822005747164,19.084689709060868
37.01480592236894,3.225629687312209,10.831561396142842,19.30190040809175,7.343913014732699,19.008116869330284,14.319209777552985,19.595683946853217
38.01520608243297,3.311636730488742,10.130984556565084,19.450778322697538,6.68146397534902,18.85848805621768,13.58050513778115,20.0430685891774
39.01560624249699,3.3975621231494912,9.42402464373507,19.53870126389289,6.03806060513727,18.65255932869149,12.80998868233287,20.42484319909428
40.01600640256102,3.4834290807796284,8.715647111728838,19.565714689198828,5.418154831807547,18.392452287236043,12.01313939165013,20.73897709116161
41.01640656262505,3.569189996401545,8.010839681589117,19.53222900818552,4.825963152064779,18.080829169517685,11.195716211113451,20.98362884685335
42.01680672268908,3.654787335429485,7.314533636835442,19.43908046784475,4.265401936866396,17.72071034582683,10.363665336804488,21.15745058986267
43.0172068827531,3.740209802965355,6.631515911029291,19.28752591259003,3.7401111649981456,17.315273749546837,9.522920657060435,21.259778075633225
44.017607042817126,3.825540842323991,5.9663607120894735,19.07917615476868,3.253566462897249,16.867672738187647,8.679154961281698,21.29067957134972
45.01800720288115,3.910871755939858,5.323500197262156,18.815912023389583,2.809057058788031,16.381250711547544,7.837943335736281,21.25057333523162
46.018407362945176,3.9961884106836174,4.707300198612801,18.499919469871514,2.4094679974257263,15.859849930032128,7.005132399799876,21.139989009710906
47.0188075230092,4.081421847858559,4.12196749282098,18.13375622526675,2.057226660894945,15.307655502189569,6.186708324747015,20.959856948343937
48.019207683073226,4.166507499933762,3.5714500678025867,17.720351606570844,1.754349233339874,14.729006665345423,5.388550902265299,20.711696547796265
49.01960784313725,4.251444049597681,3.0593630350301364,17.26294505571824,1.5025818782185698,14.128230965119796,4.616144191841703,20.397659146316688
50.02000800320128,4.336340853104137,2.58896976769602,16.764983115802874,1.3036031041968104,13.509551878567953,3.87433643119523,20.0204143530378
51.0204081632653,4.421300866116542,2.1633129283547303,16.23008889897372,1.1588313577806355,12.877326340369695,3.167794498928825,19.582851457577743
52.02080832332933,4.506294222260391,1.7852609060476148,15.662150597269026,1.069024851700755,12.236219203552327,2.5014969603944746,19.088081990985724
53.02120848339335,4.591223045897633,1.4573655815191808,15.065341015689146,1.0343217173193169,11.591001670005875,1.880409445719045,18.53968036137241
54.02160864345738,4.675998858933841,1.1817528252555614,14.44405828451883,1.0544155087347562,10.946375450438346,1.3090901417763663,17.941741118599314
55.0220088035214,4.760619819390397,0.9600807893913034,13.802814182917723,1.1288232862969427,10.306884268039846,0.791338292485664,17.298744097795602
56.02240896358544,4.845228716626409,0.7935894045036879,13.146114129946543,1.257162270867357,9.67694993700736,0.3300165381400185,16.61527832288573
57.02280912364946,4.929938783471147,0.6832748858671229,12.478529818273802,1.4387072890768402,9.061027530903567,-0.0721575173425943,15.896032105644036
58.02320928371349,5.014702834576768,0.6298625763415961,11.804813857852276,1.6719173066087267,8.463538362008226,-0.4121921539255344,15.146089353696324
59.02360944377751,5.099408563022159,0.6336466397503675,11.129826077516306,1.9546520443478337,7.888692831100126,-0.6873587648470987,14.370959323932484
60.024009603841534,5.18396921996454,0.6944247214838881,10.45841306582095,2.284455859374373,7.340432793186325,-0.8956064164065969,13.576393338455576
61.02440976390556,5.268413973263493,0.8115308073012232,9.795277658889797,2.6588803853041694,6.822518076170006,-1.0358187707017232,12.768037241609584
62.02480992396959,5.352903035265759,0.9839634887608548,9.1449391013674,3.0755903816355654,6.338678788958147,-1.1076634041138562,11.951199413776656
63.02521008403361,5.437478141710285,1.2104622404870788,8.51193905528447,3.5316698607852643,5.892398029938688,-1.1107453798111069,11.131480080630253
64.02561024409763,5.5220705428200345,1.48938881483417,7.900797298435965,4.023625328908372,5.4867456646192725,-1.0448476992400313,10.314848932252657
65.02601040416167,5.606592401287858,1.8186731599851105,7.315877053203972,4.547660114640581,5.124386646809215,-0.91031379467036,9.50736745959873
66.02641056422569,5.691011873211465,2.195848511283971,6.761276845146477,5.099901773541339,4.8076968877420345,-0.7082047509733962,8.71485680255092
67.02681072428972,5.775415688271071,2.618152586218584,6.240774736383237,5.676561636654196,4.538971551460394,-0.4402564642170286,7.94257792130608
68.02721088435374,5.859886648098031,3.08258421525134,5.757953952134903,6.273670408318415,4.3202582581799245,-0.1085019778157341,7.195649646089882
69.02761104441777,5.94439743779019,3.58583820485332,5.31624357193555,6.886891914534036,4.153039202186543,0.2847844951726044,6.4794479416845565
70.02801120448179,6.028882338633399,4.12429122084911,4.9187908501254265,7.511727313404526,4.038292855321979,0.7368551282936937,5.799288844928874
71.02841136454582,6.113292294209178,4.694046844708,4.5683779847389765,8.14365686025865,3.976608823145839,1.2444368291573498,5.160147146332114
72.02881152460984,6.197649115569056,5.291020800801015,4.267383900392883,8.778224835267155,3.96837215814338,1.8038167663348763,4.5663956426423855
73.02921168467387,6.2820471529477855,5.911012161073551,4.017828294593688,9.411009894132448,4.013844755642428,2.4110144280146537,4.021811833544948
74.02961184473789,6.366510152253403,6.549645620611323,3.821467963619542,10.037502346815542,4.112767564498072,3.0617888944071043,3.5301683627410125
75.03001200480192,6.450989610333964,7.202358926846893,3.679721776604122,10.653197450736377,4.264284418277591,3.751520402957411,3.095159134930653
76.03041216486594,6.5354181475071735,7.864458861787953,3.593585738552584,11.253710438478,4.467069424664714,4.475207285097906,2.7201020524404536
77.03081232492997,6.619759724322497,8.531204256260848,3.5635998594440843,11.834824574624651,4.719494660926395,5.227583937897043,2.407705057961774
78.03121248499399,6.70405941932169,9.197896146533257,3.5898704144928604,12.392458717599444,5.0198249520719385,6.00333357546707,2.1599158769137823
79.03161264505802,6.788429960728113,9.859902622499389,3.6721531766272206,12.922598913098655,5.366228567968905,6.797206331900121,1.978077785285536
80.03201280512204,6.872893892231611,10.512545125876454,3.809902884609329,13.421404840943932,5.756318862260956,7.603685410808975,1.8634869069577005
81.03241296518607,6.95738140652793,11.151123584962608,4.002182165415155,13.885355274557998,6.187125429578401,8.416891895367218,1.8172389012519088
82.0328131252501,7.041797172026451,11.771023779071848,4.247598322313873,14.3112944776297,6.655299462000526,9.230753080513995,1.839897182627221
83.03321328531412,7.126086918172418,12.367826317767152,4.544314827672701,14.696374058209772,7.1573332777567344,10.03927857732453,1.9312963775886671
84.03361344537815,7.210303914887987,12.937389135337543,4.890131202306904,15.03788361140521,7.689760277025414,10.83689465926988,2.090502127588393
85.03401360544217,7.294607719708119,13.475826582746908,5.282597572320774,15.333121321030909,8.24915386795087,11.618531844462908,2.316041276690677
86.0344137655062,7.379043203108946,13.979318397770522,5.719004257606154,15.579811324422042,8.83162733015099,12.378825471119,2.606381185061319
87.03481392557022,7.463522876808961,14.44417551521664,6.196278569859754,15.776319908376893,9.43284948917725,13.112031122056386,2.9597076505422586
88.03521408563425,7.547921657870809,14.867004557157037,6.7109681029726405,15.921568771704004,10.048316499139414,13.812440342610069,3.373619706805867
89.03561424569827,7.632169455346538,15.24482386358564,7.25931550501689,16.01481603857143,10.673566821258952,14.474831688599853,3.845064188774829
90.0360144057623,7.716342748424023,15.575102327487542,7.83739775831033,16.055318828423665,11.304297253857996,15.094885826551415,4.370498262762664
91.03641456582632,7.800618407047352,15.855630562426796,8.441209230874273,16.04231322657775,11.936227053848214,15.668947898275842,4.946191407900333
92.03681472589037,7.885006583667248,16.08435399545171,9.06651526873216,15.975784090764927,12.564830945711057,16.192923900138492,5.568199591753264
93.03721488595436,7.969413228567574,16.259545493639067,9.70883562670419,15.856431518350874,13.18554371380718,16.66265946892726,6.232127539601197
94.0376150460184,8.053737950443372,16.3799335256723,10.363527037775569,15.685426779822055,13.793929401925949,17.07444027152254,6.933124673625191
95.03801520608242,8.137962410142839,16.44473740789763,11.02590743187375,15.464110223989412,14.385724439715132,17.42536459180585,7.666090424032365
96.03841536614644,8.222207245033541,16.45359897920001,11.69136421941556,15.193737046371703,14.956750553405788,17.713460912028317,8.425977885425336
97.03881552621048,8.306539997057122,16.406439372974717,12.355235577993271,14.876002147347576,15.502895327460278,17.93687659860186,9.207575828526265
98.0392156862745,8.390915462359732,16.30352951251888,13.01277151731579,14.513266573151745,16.02025528417614,18.09379245188602,10.005287750455436
99.03961584633852,8.475261806269126,16.145581596447254,13.659239005285636,14.108313535675052,16.505207882233776,18.182849657219457,10.813270128337496
100.04001600640257,8.559540355116361,15.933756167934815,14.290020319144244,13.664148768990616,16.95439308860758,18.20336356687902,11.625647549680908
100.94037615046018,8.635373028975721,15.698324508292004,14.840653775913138,13.233386859492526,17.325423863372116,18.163262157091484,12.35588368845416
101.9407763105242,8.719689586571164,15.38866534924058,15.42958051428598,12.723225371627786,17.697934482639134,18.054105326853374,13.161226545932823
102.94117647058825,8.804062763700887,15.030501470776969,15.990354259555447,12.183382042119057,18.0260140933584,17.87762089943488,13.954694425752502
103.94157663065224,8.888440101762013,14.626364479830936,16.518932435575564,11.617814305241794,18.30740268888694,17.634914654420076,14.73046218226419
104.94197679071628,8.972766535487597,14.179155861020297,17.01152188627218,11.030659528421454,18.540237308975712,17.32765219361914,15.48280646356865
105.9423769507803,9.057029973770888,13.69209598090178,17.4646452826649,10.426108279020024,18.72294744476951,16.958083682783535,16.20634312056029
106.94277711084432,9.14130009234522,13.168641758566489,17.875165301689915,9.808332010616995,18.854102683668785,16.528951506515977,16.896227919711045
107.94317727090836,9.225653288422562,12.612455934600913,18.240202217952792,9.181615573697112,18.9325420319123,16.04329629550471,17.547862403993285
108.94357743097238,9.31007069304639,12.027463518668998,18.557099463174247,8.550464357333915,18.957695059848906,15.504462680004082,18.15650386649959
109.9439775910364,9.394478842226292,11.41785301276188,18.823530759770964,7.91945945388145,18.92956144959196,14.91624657164231,18.71750006994997
110.94437775110045,9.478804644441926,10.788021663096174,19.037585575966943,7.29312846519538,18.84858415992261,14.282914860996968,19.22658699201128
111.94477791116446,9.563030221872404,10.142485796333096,19.19780428082555,6.675881506003601,18.715461358964827,13.60909008666259,19.680147202686275
112.94517807122848,9.647244715582431,9.485780186312946,19.303152282962703,6.072033620027428,18.530925385494196,12.899526752598463,20.075379180431213
113.94557823129252,9.731579950829756,8.822458052914879,19.35290774786704,5.485893076788193,18.295867464772428,12.159023029041563,20.409948030961644
114.94597839135652,9.816030263588702,8.157222659710772,19.346616685766527,4.9217098767338525,18.011904345525025,11.392735442687693,20.68132902600803
115.94637855142057,9.900488632014865,7.494892586623225,19.28423083939323,4.38350640733576,17.68133469698757,10.60627876591069,20.887126981798893
116.94677871148458,9.984834252244385,6.8402838553538166,19.16619871588236,3.874995625896108,17.306880099765266,9.805572084811525,21.02551733199945
117.94717887154862,10.069019882250348,6.198077097767229,18.9934615226382,3.399633572593848,16.891387823545998,8.99652062294061,21.0955352217304
118.94757903161263,10.153156355586592,5.572709698956476,18.767356287434705,2.9608178241581524,16.437544957227363,8.184601573754799,21.097167617642047
119.94797919167668,10.237427245620816,4.968459769265782,18.48946921931292,2.561939665642495,15.948079640586943,7.374979872889069,21.030858798038885
120.94837935174068,10.321827268669333,4.3896588810091055,18.16166704342695,2.2059437271337523,15.426454414263516,6.573374034884459,20.896879672590384
121.94877951180472,10.406238628582583,3.8405527587210058,17.786233275738773,1.8952217060147027,14.876647893699506,5.785883811427309,20.69581865777804
122.94917967186872,10.490540579514429,3.325133478101395,17.36588876682894,1.6317041864427273,14.302835186796033,5.018562769760063,20.42894234686185
123.94957983193277,10.574714123570354,2.84701875855591,16.903706056878924,1.417108779348046,13.709123540905708,4.2769287377637735,20.09828857285214
